emp_no,first_name,last_name,birth_date,title,from_date,to_date
91182,Lucien,Schwartzburd,1965-01-04,Senior Engineer,1988-08-25,9999-01-01
91182,Lucien,Schwartzburd,1965-01-04,Engineer,1988-08-25,9999-01-01
91308,Remmert,Plumb,1965-01-23,Senior Engineer,1986-06-14,1995-12-08
91229,Yahiko,Hebden,1965-01-01,Senior Engineer,1996-10-03,9999-01-01
91229,Yahiko,Hebden,1965-01-01,Engineer,1996-10-03,9999-01-01
91308,Remmert,Plumb,1965-01-23,Engineer,1986-06-14,1995-12-08
91333,Lobel,Stafford,1965-01-27,Staff,1998-11-29,9999-01-01
91415,Jamaludin,Nilsson,1965-01-04,Staff,1987-01-15,9999-01-01
91415,Jamaludin,Nilsson,1965-01-04,Senior Staff,1987-01-15,9999-01-01
91648,Dmitry,Msuda,1965-01-29,Staff,1988-10-22,9999-01-01
91462,Siamak,Janocha,1965-01-11,Engineer,1997-08-26,1998-03-21
91648,Dmitry,Msuda,1965-01-29,Senior Staff,1988-10-22,9999-01-01
91934,Nikolaus,Swen,1965-01-03,Engineer,2000-01-28,2002-07-03
91973,Jianwen,Jakobus,1965-01-25,Senior Engineer,1998-08-24,2001-02-12
92438,Aria,Kilgore,1965-01-04,Senior Engineer,1989-02-27,1992-04-11
92438,Aria,Kilgore,1965-01-04,Engineer,1989-02-27,1992-04-11
92438,Aria,Kilgore,1965-01-04,Senior Engineer,1992-04-11,9999-01-01
92438,Aria,Kilgore,1965-01-04,Engineer,1992-04-11,9999-01-01
92443,Girolamo,Bellmore,1965-01-01,Senior Staff,1996-12-04,2000-04-27
92454,Visit,McFarlan,1965-01-24,Senior Engineer,1987-10-22,9999-01-01
92454,Visit,McFarlan,1965-01-24,Engineer,1987-10-22,9999-01-01
92685,Mang,Atchley,1965-01-26,Senior Staff,1995-06-07,9999-01-01
92577,Zhanqiu,Farrow,1965-01-06,Assistant Engineer,1999-01-10,9999-01-01
92598,Ranga,Merro,1965-01-18,Assistant Engineer,1996-05-11,9999-01-01
93040,Jaques,Kabayashi,1965-01-19,Senior Engineer,1992-03-13,9999-01-01
92841,Claude,Candan,1965-01-22,Senior Staff,1993-08-04,9999-01-01
92846,Anyuan,Kropatsch,1965-01-11,Staff,1986-09-05,9999-01-01
92846,Anyuan,Kropatsch,1965-01-11,Senior Staff,1986-09-05,9999-01-01
92920,Huei,Hutter,1965-01-20,Senior Engineer,1993-01-28,9999-01-01
92920,Huei,Hutter,1965-01-20,Engineer,1993-01-28,9999-01-01
93278,Magdalena,Penn,1965-02-01,Senior Engineer,1997-01-04,9999-01-01
93278,Magdalena,Penn,1965-02-01,Engineer,1997-01-04,9999-01-01
93549,Arie,Coullard,1965-02-01,Staff,1991-04-15,2000-03-28
93220,Richara,Walston,1965-01-11,Senior Engineer,1996-08-27,9999-01-01
93549,Arie,Coullard,1965-02-01,Senior Staff,1991-04-15,2000-03-28
93549,Arie,Coullard,1965-02-01,Staff,2000-03-28,9999-01-01
93549,Arie,Coullard,1965-02-01,Senior Staff,2000-03-28,9999-01-01
93600,Kristina,Neimat,1965-01-13,Technique Leader,1988-04-18,9999-01-01
94131,Bernardo,Vasanthakumar,1965-01-29,Staff,1997-05-01,1997-07-20
93794,Rimli,Werthner,1965-01-23,Senior Engineer,1994-05-27,2000-12-30
93794,Rimli,Werthner,1965-01-23,Engineer,1994-05-27,2000-12-30
94045,Gift,Brender,1965-01-19,Senior Engineer,1996-10-31,2000-01-02
94416,Aran,Cesareni,1965-01-01,Senior Staff,1990-02-10,2001-11-20
94331,Ramzi,Cronau,1965-01-26,Technique Leader,1999-09-03,9999-01-01
94416,Aran,Cesareni,1965-01-01,Senior Staff,2001-11-20,9999-01-01
94442,Bilhanan,Marrakchi,1965-01-28,Staff,1998-02-03,2000-10-12
94690,Kazuyasu,Sridhar,1965-01-30,Staff,1999-12-22,2001-12-03
94761,Hitofumi,Zaccaria,1965-01-27,Senior Engineer,1988-11-22,9999-01-01
94761,Hitofumi,Zaccaria,1965-01-27,Engineer,1988-11-22,9999-01-01
94787,Shigenori,Stanfel,1965-01-22,Staff,1993-04-25,1999-12-11
94944,Heping,Matheson,1965-01-13,Senior Engineer,1988-06-24,9999-01-01
94944,Heping,Matheson,1965-01-13,Engineer,1988-06-24,9999-01-01
95286,Kristin,Guerreiro,1965-01-18,Senior Engineer,1989-08-23,9999-01-01
95181,Yishai,Cappelli,1965-01-28,Staff,1997-01-30,9999-01-01
95286,Kristin,Guerreiro,1965-01-18,Engineer,1989-08-23,9999-01-01
95314,Rasiah,Koblick,1965-01-22,Staff,1991-08-21,9999-01-01
95314,Rasiah,Koblick,1965-01-22,Senior Staff,1991-08-21,9999-01-01
95920,Nobuyoshi,Hegner,1965-01-19,Staff,1994-09-07,9999-01-01
95406,Alair,Lyonns,1965-01-08,Engineer,1997-07-12,9999-01-01
95416,Gianluca,Ramaiah,1965-01-13,Engineer,1993-11-29,9999-01-01
95509,Kristinn,Loncour,1965-01-11,Engineer,1995-02-08,9999-01-01
95692,Abdulah,Hofstetter,1965-01-20,Engineer,1999-11-24,2000-05-24
95692,Abdulah,Hofstetter,1965-01-20,Engineer,2000-05-24,2000-07-24
95920,Nobuyoshi,Hegner,1965-01-19,Senior Staff,1994-09-07,9999-01-01
96100,Pranay,Rebaine,1965-01-11,Senior Engineer,1998-02-01,2000-12-31
96767,Arumugam,Vecchio,1965-01-07,Senior Engineer,1985-08-14,9999-01-01
96571,Kokou,Garrabrants,1965-01-13,Senior Engineer,1997-11-05,9999-01-01
96579,Mohan,Tasistro,1965-01-18,Engineer,1996-02-10,9999-01-01
96767,Arumugam,Vecchio,1965-01-07,Engineer,1985-08-14,9999-01-01
97092,Anwar,Riexinger,1965-01-22,Senior Engineer,1991-12-31,2000-01-09
97018,Jeanna,Chinen,1965-01-09,Senior Engineer,1989-01-01,9999-01-01
97018,Jeanna,Chinen,1965-01-09,Engineer,1989-01-01,9999-01-01
97092,Anwar,Riexinger,1965-01-22,Engineer,1991-12-31,2000-01-09
97661,Avishai,Hegner,1965-01-31,Staff,1993-05-08,9999-01-01
97661,Avishai,Hegner,1965-01-31,Senior Staff,1993-05-08,9999-01-01
97697,Moie,Karunanithi,1965-01-10,Senior Engineer,1990-02-07,1994-11-02
97623,Haldon,Janetzko,1965-01-25,Staff,1990-09-11,9999-01-01
97623,Haldon,Janetzko,1965-01-25,Senior Staff,1990-09-11,9999-01-01
97697,Moie,Karunanithi,1965-01-10,Engineer,1990-02-07,1994-11-02
97697,Moie,Karunanithi,1965-01-10,Senior Engineer,1994-11-02,2000-12-15
97697,Moie,Karunanithi,1965-01-10,Engineer,1994-11-02,2000-12-15
98288,Sumali,Huttel,1965-01-12,Staff,1989-09-12,9999-01-01
98288,Sumali,Huttel,1965-01-12,Senior Staff,1989-09-12,9999-01-01
98306,Ziya,Kadhim,1965-01-16,Senior Engineer,1999-06-24,9999-01-01
98306,Ziya,Kadhim,1965-01-16,Senior Engineer,1995-11-02,1999-06-24
98514,Giao,Junot,1965-01-08,Staff,1999-07-01,2002-02-25
98639,Florina,Assaf,1965-01-29,Staff,1996-05-18,9999-01-01
99590,Dhritiman,Anily,1965-01-24,Staff,1998-12-16,9999-01-01
99057,Shugo,Reeken,1965-01-30,Staff,1999-06-21,9999-01-01
99373,Xiaobin,Christianini,1965-01-13,Staff,1985-12-25,9999-01-01
99373,Xiaobin,Christianini,1965-01-13,Senior Staff,1985-12-25,9999-01-01
99377,Carrsten,Francisci,1965-01-18,Senior Engineer,1991-06-16,9999-01-01
100865,Hisao,Peral,1965-01-19,Senior Engineer,1990-10-03,9999-01-01
99654,Mahendra,Motley,1965-01-30,Staff,1985-09-28,9999-01-01
99654,Mahendra,Motley,1965-01-30,Senior Staff,1985-09-28,9999-01-01
100916,Heejo,Aamodt,1965-01-18,Senior Engineer,1992-04-22,9999-01-01
100916,Heejo,Aamodt,1965-01-18,Engineer,1992-04-22,9999-01-01
100865,Hisao,Peral,1965-01-19,Engineer,1990-10-03,9999-01-01
100877,Kazuhide,Harnett,1965-01-13,Engineer,1995-02-02,1999-02-13
101063,Nectarios,Munos,1965-01-08,Senior Engineer,1994-08-31,1995-08-14
101647,Mori,Homond,1965-01-22,Staff,1994-05-10,9999-01-01
101487,Abdelaziz,Sury,1965-01-14,Staff,1991-01-31,9999-01-01
101487,Abdelaziz,Sury,1965-01-14,Senior Staff,1991-01-31,9999-01-01
101647,Mori,Homond,1965-01-22,Senior Staff,1994-05-10,9999-01-01
102620,Adin,Templeman,1965-01-03,Engineer,1997-12-10,1999-08-12
101902,Mantis,Millington,1965-01-14,Staff,1991-03-18,9999-01-01
101902,Mantis,Millington,1965-01-14,Senior Staff,1991-03-18,9999-01-01
102620,Adin,Templeman,1965-01-03,Engineer,1999-08-12,9999-01-01
103196,Djenana,Albarhamtoshy,1965-01-16,Staff,1988-07-16,9999-01-01
103166,Waiman,Dalton,1965-01-09,Senior Engineer,1990-05-25,2002-02-09
103166,Waiman,Dalton,1965-01-09,Engineer,1990-05-25,2002-02-09
103172,Doowon,Highland,1965-01-05,Senior Engineer,1988-03-08,1989-12-28
103172,Doowon,Highland,1965-01-05,Engineer,1988-03-08,1989-12-28
103172,Doowon,Highland,1965-01-05,Senior Engineer,1989-12-28,1995-11-23
103172,Doowon,Highland,1965-01-05,Engineer,1989-12-28,1995-11-23
103196,Djenana,Albarhamtoshy,1965-01-16,Senior Staff,1988-07-16,9999-01-01
103310,Visit,Swen,1965-01-07,Staff,1995-10-02,9999-01-01
103342,Beshir,Hellwagner,1965-01-03,Engineer,1998-02-03,9999-01-01
103310,Visit,Swen,1965-01-07,Senior Staff,1995-10-02,9999-01-01
103316,Susanne,Peternell,1965-01-03,Senior Engineer,1994-07-27,9999-01-01
103316,Susanne,Peternell,1965-01-03,Engineer,1994-07-27,9999-01-01
103756,Heping,Halloran,1965-01-31,Engineer,1992-04-08,9999-01-01
103756,Heping,Halloran,1965-01-31,Assistant Engineer,1992-04-08,9999-01-01
104133,Pranjal,Zyda,1965-01-31,Staff,1991-07-03,9999-01-01
104133,Pranjal,Zyda,1965-01-31,Senior Staff,1991-07-03,9999-01-01
104962,Zongyan,Auyong,1965-01-04,Engineer,1987-11-02,1991-12-22
104988,Parviz,Litzler,1965-01-07,Senior Engineer,1992-08-08,9999-01-01
104845,Werner,Lodder,1965-01-29,Staff,1992-06-17,9999-01-01
104845,Werner,Lodder,1965-01-29,Senior Staff,1992-06-17,9999-01-01
104988,Parviz,Litzler,1965-01-07,Engineer,1992-08-08,9999-01-01
105191,Jaber,Kleiser,1965-01-01,Engineer,1986-12-13,1987-09-22
105342,Kwun,Reeker,1965-01-01,Technique Leader,1999-07-29,9999-01-01
105356,Diederik,Matzov,1965-01-29,Senior Engineer,1988-05-12,1995-03-08
105356,Diederik,Matzov,1965-01-29,Engineer,1988-05-12,1995-03-08
105356,Diederik,Matzov,1965-01-29,Senior Engineer,1995-03-08,9999-01-01
105356,Diederik,Matzov,1965-01-29,Engineer,1995-03-08,9999-01-01
105432,Mohamadou,Stafford,1965-01-08,Senior Engineer,1995-09-12,9999-01-01
105520,Haldun,Lienhardt,1965-01-01,Senior Staff,1987-01-29,9999-01-01
105432,Mohamadou,Stafford,1965-01-08,Engineer,1995-09-12,9999-01-01
105936,Vidar,Thibadeau,1965-01-23,Staff,1995-03-02,1999-09-15
105589,Yechiam,Egerstedt,1965-01-28,Engineer,1995-12-31,1999-07-18
105731,Sachem,Cromarty,1965-01-15,Engineer,1990-08-20,9999-01-01
105731,Sachem,Cromarty,1965-01-15,Assistant Engineer,1990-08-20,9999-01-01
106096,Naftali,Schurmann,1965-01-14,Senior Engineer,1992-12-02,9999-01-01
106096,Naftali,Schurmann,1965-01-14,Engineer,1992-12-02,9999-01-01
106695,Lijie,Garrabrants,1965-01-31,Staff,1988-10-26,9999-01-01
106242,Nevio,Thisen,1965-02-01,Staff,1988-03-25,9999-01-01
106242,Nevio,Thisen,1965-02-01,Senior Staff,1988-03-25,9999-01-01
106514,Otilia,Speek,1965-01-04,Senior Engineer,1988-07-30,1992-11-07
106695,Lijie,Garrabrants,1965-01-31,Senior Staff,1988-10-26,9999-01-01
106695,Lijie,Garrabrants,1965-01-31,Staff,1985-10-02,1988-10-26
106695,Lijie,Garrabrants,1965-01-31,Senior Staff,1985-10-02,1988-10-26
106710,Babette,Anandan,1965-01-31,Staff,1986-11-22,9999-01-01
106710,Babette,Anandan,1965-01-31,Senior Staff,1986-11-22,9999-01-01
106958,Horward,Begiun,1965-01-24,Senior Engineer,1985-11-06,2002-05-22
106958,Horward,Begiun,1965-01-24,Engineer,1985-11-06,2002-05-22
107486,Siamak,Luiz,1965-01-23,Senior Engineer,1987-02-11,9999-01-01
107737,Fabrizio,Chleq,1965-01-23,Senior Engineer,1999-07-31,9999-01-01
107792,Shahab,Crooks,1965-01-13,Staff,1992-03-18,9999-01-01
107792,Shahab,Crooks,1965-01-13,Senior Staff,1992-03-18,9999-01-01
107828,Ramya,Walston,1965-01-26,Staff,1989-02-03,9999-01-01
107828,Ramya,Walston,1965-01-26,Senior Staff,1989-02-03,9999-01-01
108091,Hisao,Ghemri,1965-01-09,Staff,1985-11-14,9999-01-01
108091,Hisao,Ghemri,1965-01-09,Senior Staff,1985-11-14,9999-01-01
108316,Shai,Stellhorn,1965-01-02,Senior Engineer,1992-05-21,9999-01-01
109062,Jamaludin,Kandlur,1965-02-01,Senior Engineer,1992-06-19,9999-01-01
108198,Randi,Samarati,1965-01-24,Staff,1992-10-20,9999-01-01
108198,Randi,Samarati,1965-01-24,Senior Staff,1992-10-20,9999-01-01
108988,Oksana,Baek,1965-01-19,Staff,1989-07-20,9999-01-01
108988,Oksana,Baek,1965-01-19,Senior Staff,1989-07-20,9999-01-01
109598,Stamatina,Auyong,1965-02-01,Senior Staff,1988-07-05,9999-01-01
109211,Gor,Delgrande,1965-01-11,Senior Engineer,1995-11-07,2002-06-18
109211,Gor,Delgrande,1965-01-11,Engineer,1995-11-07,2002-06-18
109211,Gor,Delgrande,1965-01-11,Senior Engineer,2002-06-18,9999-01-01
109211,Gor,Delgrande,1965-01-11,Engineer,2002-06-18,9999-01-01
109252,Moty,Winter,1965-01-15,Technique Leader,1991-04-28,9999-01-01
109278,Bangqing,Schach,1965-01-21,Staff,1988-03-22,9999-01-01
109278,Bangqing,Schach,1965-01-21,Senior Staff,1988-03-22,9999-01-01
109611,Jamaludin,Lalonde,1965-01-08,Staff,1994-07-09,1998-08-24
109547,Chenye,Zizka,1965-01-04,Staff,1986-02-22,2002-04-21
109547,Chenye,Zizka,1965-01-04,Senior Staff,1986-02-22,2002-04-21
109552,Menkae,Etalle,1965-01-31,Engineer,1997-05-21,9999-01-01
109552,Menkae,Etalle,1965-01-31,Assistant Engineer,1997-05-21,9999-01-01
109553,Xiaobin,DuBourdieux,1965-01-19,Staff,1985-09-16,1988-05-11
109620,Mani,Cannata,1965-01-02,Staff,1989-06-21,9999-01-01
109620,Mani,Cannata,1965-01-02,Senior Staff,1989-06-21,9999-01-01
109652,Huan,Perko,1965-01-25,Staff,1988-07-31,1999-03-12
109652,Huan,Perko,1965-01-25,Senior Staff,1988-07-31,1999-03-12
109703,Arco,Walston,1965-01-17,Engineer,1999-08-16,9999-01-01
109741,Hatem,Fadgyas,1965-01-11,Senior Engineer,1991-11-13,9999-01-01
109953,Godehard,Chorvat,1965-01-26,Staff,1988-04-10,9999-01-01
109953,Godehard,Chorvat,1965-01-26,Senior Staff,1988-04-10,9999-01-01
200176,Shahab,Luit,1965-01-31,Staff,1985-11-20,1997-02-05
200052,Slavian,Cincotta,1965-01-27,Senior Engineer,1992-05-30,1997-07-07
200176,Shahab,Luit,1965-01-31,Senior Staff,1985-11-20,1997-02-05
200267,Chuanti,Luff,1965-01-08,Staff,1994-09-21,9999-01-01
200312,Akemi,Fujisaki,1965-01-27,Senior Engineer,1998-06-25,2001-11-13
200312,Akemi,Fujisaki,1965-01-27,Senior Engineer,2001-11-13,9999-01-01
200267,Chuanti,Luff,1965-01-08,Senior Staff,1994-09-21,9999-01-01
200735,Dinah,Denos,1965-01-09,Staff,1992-09-21,9999-01-01
200363,Kirk,Quaggetto,1965-01-10,Senior Engineer,1987-06-30,9999-01-01
200363,Kirk,Quaggetto,1965-01-10,Engineer,1987-06-30,9999-01-01
200735,Dinah,Denos,1965-01-09,Senior Staff,1992-09-21,9999-01-01
200789,Susumu,Camurati,1965-01-14,Staff,1991-12-15,9999-01-01
200789,Susumu,Camurati,1965-01-14,Senior Staff,1991-12-15,9999-01-01
201915,Sudharsan,DeMori,1965-01-02,Senior Engineer,1992-03-30,9999-01-01
201180,Odinaldo,Bridgland,1965-01-15,Assistant Engineer,1989-06-09,1995-06-16
201229,Alejandra,Khasidashvili,1965-01-03,Staff,1994-07-30,9999-01-01
201708,Anneli,Perl,1965-01-15,Staff,1992-09-08,9999-01-01
201708,Anneli,Perl,1965-01-15,Senior Staff,1992-09-08,9999-01-01
201709,Fan,Kakkad,1965-01-01,Staff,1988-02-25,9999-01-01
201709,Fan,Kakkad,1965-01-01,Senior Staff,1988-02-25,9999-01-01
201739,Genta,Terekhov,1965-01-16,Assistant Engineer,1998-07-21,9999-01-01
201915,Sudharsan,DeMori,1965-01-02,Engineer,1992-03-30,9999-01-01
202031,Annemarie,Peternell,1965-01-23,Engineer,1994-03-13,1997-06-05
201801,Waiman,Genin,1965-01-12,Senior Engineer,1988-10-30,9999-01-01
201801,Waiman,Genin,1965-01-12,Engineer,1988-10-30,9999-01-01
202291,Ortrun,Schmiedel,1965-01-16,Engineer,1997-07-18,9999-01-01
202552,Morris,Saoudi,1965-01-05,Senior Engineer,1991-11-22,9999-01-01
202403,Gully,Perko,1965-01-09,Engineer,1999-07-07,9999-01-01
202414,Zvonko,Murthy,1965-01-13,Senior Staff,1992-01-07,9999-01-01
202552,Morris,Saoudi,1965-01-05,Engineer,1991-11-22,9999-01-01
202581,Dharmaraja,Merlo,1965-01-19,Staff,1987-06-05,1990-12-16
202826,Kerhong,Matzke,1965-01-19,Senior Engineer,1986-11-14,9999-01-01
202826,Kerhong,Matzke,1965-01-19,Engineer,1986-11-14,9999-01-01
202882,Isaac,Koshino,1965-01-25,Senior Engineer,1995-09-28,9999-01-01
202950,Giordano,Pietrzykowski,1965-01-17,Senior Staff,1987-03-26,9999-01-01
203474,Hugh,Jonsson,1965-01-03,Staff,1991-07-06,9999-01-01
203474,Hugh,Jonsson,1965-01-03,Senior Staff,1991-07-06,9999-01-01
203495,Zongyan,Gips,1965-01-02,Technique Leader,1997-05-31,9999-01-01
203697,Claude,Kemmerer,1965-01-27,Engineer,1994-01-16,2001-05-07
203599,Ewing,DiGiano,1965-01-21,Technique Leader,2000-02-01,9999-01-01
203720,Sasan,Thimonier,1965-01-30,Senior Staff,1996-08-21,9999-01-01
204425,Gretta,Huttel,1965-01-03,Senior Engineer,1990-10-08,9999-01-01
203946,Yefim,Marwedel,1965-01-23,Staff,1993-03-30,9999-01-01
203946,Yefim,Marwedel,1965-01-23,Senior Staff,1993-03-30,9999-01-01
204117,Jessie,Nooteboom,1965-01-10,Staff,1999-08-13,2000-12-13
204117,Jessie,Nooteboom,1965-01-10,Staff,2000-12-13,9999-01-01
204133,Susuma,Bergere,1965-01-22,Senior Staff,1996-02-25,9999-01-01
204246,Arve,Worfolk,1965-01-09,Staff,1985-04-01,9999-01-01
204246,Arve,Worfolk,1965-01-09,Senior Staff,1985-04-01,9999-01-01
204470,Hein,Lichtner,1965-01-22,Staff,1995-04-03,1998-05-02
204470,Hein,Lichtner,1965-01-22,Senior Staff,1995-04-03,1998-05-02
204470,Hein,Lichtner,1965-01-22,Staff,1998-05-02,9999-01-01
204470,Hein,Lichtner,1965-01-22,Senior Staff,1998-05-02,9999-01-01
204471,Franziska,Maginnis,1965-01-27,Senior Engineer,1986-02-17,9999-01-01
204471,Franziska,Maginnis,1965-01-27,Engineer,1986-02-17,9999-01-01
205018,Yahiko,Awdeh,1965-01-26,Engineer,1998-08-05,9999-01-01
204764,Susanne,Mandelberg,1965-01-22,Senior Engineer,1990-11-02,9999-01-01
204764,Susanne,Mandelberg,1965-01-22,Engineer,1990-11-02,9999-01-01
205085,Moni,Kornyak,1965-01-23,Technique Leader,1991-09-26,9999-01-01
205174,Leszek,Spinelli,1965-01-05,Staff,1998-12-10,9999-01-01
205500,Mary,Setiz,1965-01-04,Senior Engineer,1989-01-13,9999-01-01
205362,Masasuke,Makinen,1965-01-25,Staff,1992-07-02,1997-06-01
205699,Youjian,Yetto,1965-01-31,Staff,1994-12-07,9999-01-01
205699,Youjian,Yetto,1965-01-31,Senior Staff,1994-12-07,9999-01-01
205789,Limsoon,Skafidas,1965-01-31,Senior Staff,1999-08-10,9999-01-01
205627,Stabislas,Broder,1965-01-21,Senior Engineer,1996-07-16,9999-01-01
205627,Stabislas,Broder,1965-01-21,Engineer,1996-07-16,9999-01-01
205660,Kien,Barreiro,1965-01-27,Staff,2000-10-24,9999-01-01
205660,Kien,Barreiro,1965-01-27,Staff,1997-08-25,2000-10-24
206372,Temple,Joslin,1965-01-17,Engineer,1993-01-05,1995-11-14
205863,Aiichiro,Kusalik,1965-01-06,Senior Engineer,1990-10-04,9999-01-01
205863,Aiichiro,Kusalik,1965-01-06,Engineer,1990-10-04,9999-01-01
206372,Temple,Joslin,1965-01-17,Engineer,1995-11-14,1996-04-24
206748,Yucai,Fabrizio,1965-01-07,Staff,1999-10-06,9999-01-01
206966,Tzu,Sichman,1965-01-21,Senior Engineer,1987-11-17,9999-01-01
206836,Guadalupe,Pfau,1965-01-12,Staff,1993-03-22,9999-01-01
206836,Guadalupe,Pfau,1965-01-12,Senior Staff,1993-03-22,9999-01-01
206865,Vasilii,Cochrane,1965-01-28,Senior Engineer,1991-09-13,2001-04-23
206865,Vasilii,Cochrane,1965-01-28,Engineer,1991-09-13,2001-04-23
206966,Tzu,Sichman,1965-01-21,Engineer,1987-11-17,9999-01-01
207021,Jacqueline,Akaboshi,1965-01-20,Engineer,1997-12-06,9999-01-01
207068,Zhiguo,Ariola,1965-01-13,Senior Staff,1994-09-07,9999-01-01
207551,Baziley,Falck,1965-01-15,Assistant Engineer,1995-02-18,9999-01-01
207204,Kellie,Schrooten,1965-01-25,Engineer,1991-01-17,9999-01-01
207204,Kellie,Schrooten,1965-01-25,Assistant Engineer,1991-01-17,9999-01-01
207401,Shuji,Barbanera,1965-01-04,Staff,1987-08-10,9999-01-01
207401,Shuji,Barbanera,1965-01-04,Senior Staff,1987-08-10,9999-01-01
208147,Manu,Rothenberg,1965-01-09,Senior Engineer,1988-12-06,9999-01-01
207779,Chinya,Kamble,1965-01-16,Senior Staff,1992-05-31,9999-01-01
207980,Remko,Vieth,1965-01-07,Staff,1990-11-22,9999-01-01
207980,Remko,Vieth,1965-01-07,Senior Staff,1990-11-22,9999-01-01
208147,Manu,Rothenberg,1965-01-09,Engineer,1988-12-06,9999-01-01
208639,Larisa,Lukaszewicz,1965-01-27,Staff,1989-10-10,1996-10-30
208330,Shen,Flanders,1965-01-11,Staff,1989-07-03,9999-01-01
208330,Shen,Flanders,1965-01-11,Senior Staff,1989-07-03,9999-01-01
208653,Phillip,Schade,1965-01-23,Senior Engineer,1989-03-03,9999-01-01
208653,Phillip,Schade,1965-01-23,Engineer,1989-03-03,9999-01-01
208639,Larisa,Lukaszewicz,1965-01-27,Senior Staff,1989-10-10,1996-10-30
208639,Larisa,Lukaszewicz,1965-01-27,Staff,1996-10-30,9999-01-01
208639,Larisa,Lukaszewicz,1965-01-27,Senior Staff,1996-10-30,9999-01-01
209101,Xinyu,Edelhoff,1965-01-05,Senior Engineer,1997-10-26,9999-01-01
208784,Pranjal,Juneja,1965-01-30,Senior Engineer,1985-03-21,9999-01-01
209443,Krassimir,Garnier,1965-01-19,Senior Staff,1998-01-26,9999-01-01
209456,Adhemar,Leonhardt,1965-01-19,Engineer,1998-11-01,1999-07-27
209456,Adhemar,Leonhardt,1965-01-19,Engineer,1999-07-27,1999-12-30
209681,Tianruo,Bratten,1965-01-20,Senior Staff,1997-10-10,1998-04-03
209565,Dante,Covnot,1965-01-09,Staff,1989-05-28,9999-01-01
209565,Dante,Covnot,1965-01-09,Senior Staff,1989-05-28,9999-01-01
209681,Tianruo,Bratten,1965-01-20,Senior Staff,1996-07-28,1997-10-10
209712,Nimmagadda,Baak,1965-01-17,Engineer,1987-10-30,9999-01-01
209712,Nimmagadda,Baak,1965-01-17,Assistant Engineer,1987-10-30,9999-01-01
209945,Roded,Veevers,1965-01-27,Engineer,1990-10-23,1996-01-08
210017,Shalesh,Lovengreen,1965-01-28,Staff,1990-09-29,9999-01-01
210017,Shalesh,Lovengreen,1965-01-28,Senior Staff,1990-09-29,9999-01-01
210292,Lihong,Zeilberger,1965-01-18,Staff,1996-04-28,9999-01-01
210529,Adam,Besancenot,1965-01-29,Senior Staff,1990-09-27,1995-02-04
210610,Arco,Crouzet,1965-01-23,Engineer,1994-09-03,2000-09-30
210449,Gino,Lagarias,1965-01-19,Engineer,1997-06-22,9999-01-01
210610,Arco,Crouzet,1965-01-23,Assistant Engineer,1994-09-03,2000-09-30
210786,Werner,Ranze,1965-01-31,Staff,1998-06-05,9999-01-01
211569,Zhonghua,Snyers,1965-02-01,Staff,1989-04-23,1999-07-18
210752,Saniya,Stenning,1965-01-25,Staff,1986-12-10,9999-01-01
210752,Saniya,Stenning,1965-01-25,Senior Staff,1986-12-10,9999-01-01
211569,Zhonghua,Snyers,1965-02-01,Senior Staff,1989-04-23,1999-07-18
211569,Zhonghua,Snyers,1965-02-01,Staff,1988-10-08,1989-04-23
211569,Zhonghua,Snyers,1965-02-01,Senior Staff,1988-10-08,1989-04-23
211858,Domenico,Ratnaker,1965-01-08,Senior Engineer,1985-03-24,9999-01-01
211858,Domenico,Ratnaker,1965-01-08,Engineer,1985-03-24,9999-01-01
211879,Gao,Ranze,1965-01-12,Senior Engineer,1994-11-24,9999-01-01
211879,Gao,Ranze,1965-01-12,Engineer,1994-11-24,9999-01-01
211967,Anwar,Bain,1965-01-07,Senior Engineer,1989-01-22,9999-01-01
211967,Anwar,Bain,1965-01-07,Engineer,1989-01-22,9999-01-01
212074,Tomokazu,Byoun,1965-01-11,Engineer,1996-07-30,2002-04-08
212093,Leni,Henders,1965-01-11,Staff,1993-11-19,9999-01-01
212093,Leni,Henders,1965-01-11,Senior Staff,1993-11-19,9999-01-01
212131,Debatosh,Rajala,1965-01-21,Staff,1994-01-19,1994-04-22
212154,Sailaja,Holburn,1965-01-17,Staff,1991-03-04,9999-01-01
212154,Sailaja,Holburn,1965-01-17,Senior Staff,1991-03-04,9999-01-01
212361,Claudi,Stanfel,1965-01-16,Senior Engineer,1996-01-07,9999-01-01
212361,Claudi,Stanfel,1965-01-16,Engineer,1996-01-07,9999-01-01
212703,Kien,Bennis,1965-01-02,Engineer,1993-01-06,1998-03-14
213016,Yongmao,Fontan,1965-01-22,Senior Engineer,1993-07-26,9999-01-01
212810,Qingxiang,Swan,1965-01-16,Staff,1990-10-04,2002-03-13
212810,Qingxiang,Swan,1965-01-16,Senior Staff,1990-10-04,2002-03-13
213016,Yongmao,Fontan,1965-01-22,Engineer,1993-07-26,9999-01-01
214184,Sivanarayana,Ranka,1965-01-11,Engineer,1999-10-25,2001-05-03
213140,Tru,Danecki,1965-01-10,Staff,1997-03-31,9999-01-01
213384,Pranas,Narwekar,1965-01-04,Senior Engineer,1985-09-26,9999-01-01
213384,Pranas,Narwekar,1965-01-04,Engineer,1985-09-26,9999-01-01
213447,Armond,Perly,1965-02-01,Senior Engineer,1989-09-14,9999-01-01
213447,Armond,Perly,1965-02-01,Engineer,1989-09-14,9999-01-01
